* Exported from EEMS at 2021-10-10 11:41:47
$Format=1.0
$NumberOfSeries=2
$SeriesNumber=1
$BaseDate=2016-01-01 00:00:00
$Column1=Time (days)
$Column2=Froude ()
89	Cell: 915 (I:18, J:77), Froude
268.799987792969	0
268.842461486718	0.01307012
268.8849290138	0.00811376
268.927381895046	0.009237749
268.969849422128	0.009779054
269.012304615874	0.01076093
269.054764434621	0.01536211
269.097231190869	0.01103165
269.13969178045	0.0160287
269.182160849199	0.01077422
269.224622980446	0.01601585
269.267094361695	0.0107148
269.309555722109	0.01079718
269.352020165857	0.01092651
269.394484609605	0.01614213
269.436927470016	0.01656791
269.479401163766	0.01741634
269.521897982518	0.01764121
269.564336988762	0.02003039
269.60677676584	0.02418937
269.649258938757	0.01757209
269.691714903337	0.02056877
269.734167784583	0.03047091
269.776638394999	0.03152489
269.819097442913	0.03459845
269.861554178326	0.04409093
269.904028642909	0.05066932
269.946490003323	0.05108838
269.988942113736	0.06076164
270.031407328317	0.09393906
270.073870230398	0.1235272
270.116333903312	0.1483611
270.158792951226	0.1535381
270.201252769973	0.1562198
270.243722609555	0.1674037
270.28619090747	0.1770274
270.328645330383	0.2135535
270.371115169965	0.2554139
270.413575759546	0.2775503
270.45603249496	0.3111756
270.498498480374	0.3537942
270.540954444954	0.4527829
270.583419659536	0.4619244
270.625882561617	0.5084658
270.668344692864	0.5178986
270.710806053278	0.5111122
270.753266642859	0.5047534
270.79572954494	0.4874709
270.838190134521	0.4886135
270.880653036602	0.4864852
270.923115167849	0.4498696
270.965581153264	0.4135722
271.008043284511	0.3897119
271.050503103259	0.3195942
271.09296600534	0.3266863
271.135428907421	0.3024495
271.177894122002	0.3009033
271.220354711583	0.2443027
271.26281684283	0.2270304
271.305286682412	0.2139194
271.347744959492	0.2058484
271.39020940324	0.2004451
271.432670763654	0.2067286
271.475130582402	0.1856126
271.517592713649	0.1621579
271.56005792823	0.1509957
271.602519288645	0.1442093
271.644981419892	0.133313
271.687442009473	0.1207466
271.729905682387	0.1158935
271.772369355302	0.1127365
271.814829944882	0.1024939
271.857291305296	0.091768
271.899759603212	0.09586529
271.942224817793	0.09732803
271.984685407374	0.08595525
272.027143684454	0.08709103
272.069611982369	0.08421572
272.112068717782	0.08166131
272.15453316153	0.07735788
272.196992980277	0.07951964
272.23946513236	0.08007389
272.281918013606	0.0767164
272.324382457354	0.08319595
272.366846130268	0.08750103
272.409307490682	0.1094171
272.451768851097	0.121118
272.494229440677	0.1433703
272.536698509426	0.16409
$SeriesNumber=2
$BaseDate=2016-01-01 00:00:00
$Column1=Time (days)
$Column2=Water Depth (m)
89	Cell: 915 (I:18, J:77), Water Depth
268.799987792969	3.1215
268.842461486718	3.057047
268.8849290138	3.074693
268.927381895046	3.054839
268.969849422128	3.032135
269.012304615874	3.003869
269.054764434621	2.981706
269.097231190869	2.955273
269.13969178045	2.933077
269.182160849199	2.904201
269.224622980446	2.881043
269.267094361695	2.851969
269.309555722109	2.819701
269.352020165857	2.788906
269.394484609605	2.757244
269.436927470016	2.725863
269.479401163766	2.694739
269.521897982518	2.663339
269.564336988762	2.634399
269.60677676584	2.610128
269.649258938757	2.580391
269.691714903337	2.551561
269.734167784583	2.53204
269.776638394999	2.515908
269.819097442913	2.423328
269.861554178326	2.317857
269.904028642909	2.211673
269.946490003323	2.108311
269.988942113736	2.01257
270.031407328317	1.962425
270.073870230398	1.96049
270.116333903312	1.898014
270.158792951226	1.757655
270.201252769973	1.567114
270.243722609555	1.407091
270.28619090747	1.233054
270.328645330383	1.154822
270.371115169965	1.185562
270.413575759546	1.32666
270.45603249496	1.526528
270.498498480374	1.802767
270.540954444954	2.144403
270.583419659536	2.891839
270.625882561617	3.786
270.668344692864	4.595061
270.710806053278	4.955768
270.753266642859	5.054833
270.79572954494	4.937091
270.838190134521	4.674102
270.880653036602	4.450046
270.923115167849	4.140464
270.965581153264	3.781295
271.008043284511	3.335331
271.050503103259	3.03052
271.09296600534	2.953153
271.135428907421	2.781403
271.177894122002	2.664441
271.220354711583	2.769075
271.26281684283	2.825629
271.305286682412	2.864142
271.347744959492	2.847299
271.39020940324	2.820913
271.432670763654	2.776513
271.475130582402	2.833512
271.517592713649	2.932731
271.56005792823	3.048811
271.602519288645	3.156908
271.644981419892	3.250037
271.687442009473	3.31341
271.729905682387	3.368891
271.772369355302	3.426145
271.814829944882	3.459677
271.857291305296	3.466868
271.899759603212	3.482968
271.942224817793	3.504753
271.984685407374	3.503391
272.027143684454	3.500665
272.069611982369	3.490412
272.112068717782	3.47359
272.15453316153	3.445888
272.196992980277	3.420168
272.23946513236	3.394635
272.281918013606	3.359579
272.324382457354	3.248358
272.366846130268	3.034505
272.409307490682	2.782477
272.451768851097	2.531068
272.494229440677	2.286663
272.536698509426	2.137275
